Reporting Railroad Code,Reporting Railroad Name,Year,Accident Number,PDF Link,Accident Year,Accident Month,Other Railroad Code,Other Railroad Name,Other Accident Number,Other Accident Year,Other Accident Month,Maintenance Railroad Code,Maintenance Railroad Name,Maintenance Accident Number,Maintenance Accident Year,Maintenance Accident Month,Grade Crossing ID,Day,Date,Time,Accident Type Code,Accident Type,Hazmat Cars,Hazmat Cars Damaged,Hazmat Released Cars,Persons Evacuated,Subdivision,Division Code,Division,Station,Milepost,State Code,State Abbreviation,State Name,County Code,County Name,District,Temperature,Visibility Code,Visibility,Weather Condition Code,Weather Condition,Track Type Code,Track Type,Track Name,Track Class,Track Density,Train Direction Code,Train Direction,Equipment Type Code,Equipment Type,Equipment Attended,Train Number,Train Speed,Recorded Estimated Speed,Maximum Speed,Gross Tonnage,Signalization Code,Signalization,Method of Operation Code,Method of Operation,Adjunct Code 1,Adjunct Name 1,Adjunct Code 2,Adjunct Name 2,Adjunct Code 3,Adjunct Name 3,Remote Control Locomotive Code,Remote Control Locomotive,First Car Initials,First Car Number,First Car Position,First Car Loaded,Causing Car Initials,Causing Car Number,Causing Car Position,Causing Car Loaded,Positive Alcohol Tests,Positive Drug Tests,Passengers Transported,Head End Locomotives,Mid Train Manual Locomotives,Mid Train Remote Locomotives,Rear End Manual Locomotives,Rear End Remote Locomotives,Derailed Head End Locomotives,Derailed Mid Train Manual Locomotives,Derailed Mid Train Remote Locomotives,Derailed Rear End Manual Locomotives,Derailed Rear End Remote Locomotives,Loaded Freight Cars,Loaded Passenger Cars,Empty Freight Cars,Empty Passenger Cars,Cabooses,Derailed Loaded Freight Cars,Derailed Loaded Passenger Cars,Derailed Empty Freight Cars,Derailed Empty Passenger Cars,Derailed Cabooses,Equipment Damage Cost,Track Damage Cost,Total Damage Cost,Primary Accident Cause Code,Primary Accident Cause,Contributing Accident Cause Code,Contributing Accident Cause,Accident Cause Code,Accident Cause,Engineers On Duty,Firemen On Duty,Conductors On Duty,Brakemen On Duty,Hours Engineers On Duty,Minutes Engineers On Duty,Hours Conductors On Duty,Minutes Conductors On Duty,Railroad Employees Killed,Railroad Employees Injured,Passengers Killed,Passengers Injured,Others Killed,Others Injured,Reporting Railroad Fatalities for 55a,Reporting Railroad Injuries for 55a,Total Persons Killed,Total Persons Injured,Total Killed Form 54,Total Injured Form 54,Special Study 1,Special Study 2,Latitude,Longitude,Narrative,Joint Track Type,Joint Track Class,Class Code,Class,Joint CD,Incident Key,Report Key,Reporting Railroad Company Grouping,Reporting Railroad Class,Reporting Railroad SMT Grouping,Reporting Parent Railroad Code,Reporting Parent Railroad Name,Reporting Railroad Holding Company,Other Railroad Company Grouping,Other Railroad Class,Other Railroad SMT Grouping,Other Parent Railroad Code,Other Parent Railroad Name,Other Railroad Holding Company,Maintenance Railroad Company Grouping,Maintenance Railroad Class,Maintenance Railroad SMT Grouping,Maintenance Parent Railroad Code,Maintenance Parent Railroad Name,Maintenance Railroad Holding Company,Location,Cause Description,Type,geometry,Accident_Date,Matched_Heat_EPISODE_IDs_NWS_Forecast_Zones,Matched_Heat_EPISODE_IDs_Climate_Divisions,Matched_Heat_EPISODE_IDs_County_Warning_Areas,Matched_Heat_EPISODE_IDs_States
BNSF,BNSF Railway Company,2012,SF0612102,https://safetydata.fra.dot.gov/Officeofsafety/Publicsite/FORM54/F54Report.aspx?RepType=SQL&txtf54key=BNSFSF061210220120607,12,6,,,,,,BNSF,BNSF Railway Company,SF0612102,12,6,,7,06/07/2012,4:30 PM,1,Derailment,105,4,0,0,BEARDSTOWN,,,BEARDSTOWN,109.1X,17,IL,ILLINOIS,17,CASS,4,84,2,Day,1,Clear,1,Main,SINGLE MAIN TRACK,4,37.17,4.0,West,1.0,Freight Train,Yes,USTN,21,Recorded,21,6156,1,Signaled,,Signal Indication,Q,Traffic Control System/CTC,,,,,0.0,Not a remotely controlled operation,UTLX,209437.0,103,Yes,,,0,,,,No,2,0,0,0,1,0,0,0,0,1,107,0,0,0,0,5,0,0,0,0,34640,455771,490411,T109,Track alignment irregular (buckled/sunkink),,,T109,Track alignment irregular (buckled/sunkink),1.0,0.0,2.0,0.0,2.0,15.0,2.0,15.0,0,0,0,0,0,0,0,0,0,0,0,0,CWR,,39.90968,-90.389276,U-STNMIX0-17 DERAILED 5 CARS AND DP LOCOMOTIVE DUE TO THERMAL MISALIGNMENT. NO HAZARDOUS MATERIALS WERE RELEASED.,Main,4,1,1,1,BNSFSF0612102201206,BNSFSF0612102201206,,Class 1,SMT-5 - BNSF,BNSF,BNSF Railway Company,BNSF Railway Company,,,,,,,,Class 1,SMT-5 - BNSF,BNSF,BNSF Railway Company,BNSF Railway Company,POINT (-90.389276 39.90968),T109: Track alignment irregular (sun kink / heat),2,POINT (-90.389276 39.90968),2012-06-07,,,,
CC,"Chicago, Central & Pacific Railroad Company",2011,714593,https://safetydata.fra.dot.gov/Officeofsafety/Publicsite/FORM54/F54Report.aspx?RepType=SQL&txtf54key=CC71459320110708,11,7,,,,,,CC,"Chicago, Central & Pacific Railroad Company",714593,11,7,,8,07/08/2011,4:15 PM,1,Derailment,0,0,0,0,WATERLOO,,,FORT DODGE,381.20,19,IA,IOWA,187,WEBSTER,6,84,2,Day,1,Clear,1,Main,SINGLE MAIN,3,5.12,3.0,East,1.0,Freight Train,Yes,C778,11,Recorded,11,17756,2,Not Signaled,,Block Register Territory,,,,,,,0.0,Not a remotely controlled operation,COAX,98467.0,68,Yes,,,0,,,,No,3,0,0,0,0,0,0,0,0,0,120,0,0,0,0,13,0,0,0,0,227000,90349,317349,T109,Track alignment irregular (buckled/sunkink),,,T109,Track alignment irregular (buckled/sunkink),1.0,0.0,1.0,0.0,8.0,35.0,8.0,35.0,0,0,0,0,0,0,0,0,0,0,0,0,OTH,,42.83389,-94.4994,"LOADED COALTRAIN C77891-08 WAS DEPARTING TARA WHEN THE TRAIN EXPERIENCED AN UNITENTIONAL EMERGENCY BRAKE APPLICATION, SUBSEQUENT WALKING INSPECTION REVEALED 13 CARS DERAILED. COAX 98467, BNSF 652873,BNSF 650326, BNSF 650490 BNSF 650133, BNSF 555016, COAX 98366, BNSF 653222, BNSF 651750,  BNSF 652760, BNSF 652337, COAX 98540, COAX 98460 IT WAS FOUND THAT A SUNKINK AT THE WEST END SWITCH AT TARA HAD PUSHED THE RAIL APPROAX. 6"" TO THE NORTH ALLOWING THE SWITCH POINT TO MOVE UNDER LOAD CAUSING THE13 CARS TO DERAIL ON THE SOUTH SIDE OF THE RAIL.",Main,3,No,No,1,CC714593201107,CC714593201107,,Class 1,SMT-4 - CPKC/CP/CN/CCD,CN,Canadian National - North America,Canadian National - North America,,,,,,,,Class 1,SMT-4 - CPKC/CP/CN/CCD,CN,Canadian National - North America,Canadian National - North America,POINT (-94.4994 42.83389),T109: Track alignment irregular (sun kink / heat),2,POINT (-94.4994 42.83389),2011-07-08,,,,
UP,Union Pacific Railroad Company,2013,0713UT006,https://safetydata.fra.dot.gov/Officeofsafety/Publicsite/FORM54/F54Report.aspx?RepType=SQL&txtf54key=UP0713UT00620130723,13,7,,,,,,UP,Union Pacific Railroad Company,0713UT006,13,7,,23,07/23/2013,7:28 PM,1,Derailment,0,0,0,0,EVANSTON SUB,,,MILLS,912.68,56,WY,WYOMING,41,UINTA,8,90,2,Day,1,Clear,1,Main,MAIN TRACK 2,5,29.0,3.0,East,1.0,Freight Train,Yes,GSST,49,Recorded,49,3359,1,Signaled,,Signal Indication,A,Auto Cab Signals,D,Automatic Block Signals System,,,0.0,Not a remotely controlled operation,UP,90783.0,54,No,,,0,,,,No,2,0,0,0,1,0,0,0,0,0,0,0,107,0,0,0,0,4,0,0,52318,133680,185998,T109,Track alignment irregular (buckled/sunkink),,,T109,Track alignment irregular (buckled/sunkink),1.0,0.0,1.0,0.0,4.0,58.0,4.0,58.0,0,0,0,0,0,0,0,0,0,0,0,0,CWR,,41.224285,-110.912337,GSSTB2-21 EASTBOUND TRAIN ON MAIN TRACK 2 AT MILLS DERAILED DUE TO A THERMAL MISALIGNMENT ON A DISTURBED TRACK.,Main,5,CL,CL,1,UP0713UT006201307,UP0713UT006201307,,Class 1,SMT-6 - UP/KCS,UP,Union Pacific Railroad Company,Union Pacific Railroad Company,,,,,,,,Class 1,SMT-6 - UP/KCS,UP,Union Pacific Railroad Company,Union Pacific Railroad Company,POINT (-110.912337 41.224285),T109: Track alignment irregular (sun kink / heat),2,POINT (-110.912337 41.224285),2013-07-23,,,,
BNSF,BNSF Railway Company,2021,RD0521108,https://safetydata.fra.dot.gov/Officeofsafety/Publicsite/FORM54/F54Report.aspx?RepType=SQL&txtf54key=BNSFRD052110820210507,21,5,,,,,,UP,Union Pacific Railroad Company,0521GC011,21,5,,7,05/07/2021,3:11 PM,1,Derailment,0,0,0,0,LUFKIN (UP),,,TENAHA,189.2,48,TX,TEXAS,419,SHELBY,5,81,2,Day,2,Cloudy,1,Main,SINGLE MAIN TRACK,4,0.0,2.0,South,1.0,Freight Train,Yes,CEBM,24,Recorded,24,17732,1,Signaled,,Direct Train Control,P,Track Warrant Control,D,Automatic Block Signals System,,,0.0,Not a remotely controlled operation,TXUX,990257.0,99,Yes,,,0,,,,No,2,0,0,0,2,0,0,0,0,0,124,0,0,0,0,18,0,0,0,0,948052,0,1288802,T109,Track alignment irregular (buckled/sunkink),,,T109,Track alignment irregular (buckled/sunkink),1.0,0.0,1.0,0.0,3.0,56.0,3.0,56.0,0,0,0,0,0,0,0,0,0,0,0,0,CWR,000-000-000,31.966604,-94.025622,C-EBMMLM0-88 DERAILED 18 RAILCARS WHILE TRAVERSING SINGLE MAIN TRACK DUE TO TRACK ALIGNMENT IRREGULAR THERMAL MISALIGNMENT. NO HAZARDOUS MATERIALS WERE RELEASED.,Main,4,1,1,1,UP0521GC011202105,BNSFRD0521108202105,,Class 1,SMT-5 - BNSF,BNSF,BNSF Railway Company,BNSF Railway Company,,,,,,,,Class 1,SMT-6 - UP/KCS,UP,Union Pacific Railroad Company,Union Pacific Railroad Company,POINT (-94.025622 31.966604),T109: Track alignment irregular (sun kink / heat),2,POINT (-94.025622 31.966604),2021-05-07,,,,
AWRR,Austin Western Railroad,2012,D690512,https://safetydata.fra.dot.gov/Officeofsafety/Publicsite/FORM54/F54Report.aspx?RepType=SQL&txtf54key=AWRRD69051220120605,12,6,,,,,,CMTY,Capital Metropolitan Transportation Authority,D06052012,12,6,,5,06/05/2012,5:25 PM,1,Derailment,0,0,0,0,WEST,,,BURNET,118.25,48,TX,TEXAS,53,BURNET,5,93,2,Day,1,Clear,1,Main,MAIN,2,6.0,3.0,East,1.0,Freight Train,Yes,112,7,Recorded,7,15296,2,Not Signaled,,Yard/Restricted Limits,L,Special Instructions,,,,,0.0,Not a remotely controlled operation,AZGX,66094.0,96,Yes,,,0,,,,No,5,0,0,0,0,0,0,0,0,0,119,0,0,0,0,7,0,0,0,0,6000,0,46000,T109,Track alignment irregular (buckled/sunkink),,,T109,Track alignment irregular (buckled/sunkink),1.0,0.0,1.0,0.0,9.0,55.0,9.0,55.0,0,0,0,0,0,0,0,0,0,0,0,0,CWR,,30.4504,-98.1415,"TRAIN WENT INTO EMERGENCY. CONDUCTOR FOUND CARS #96,97,108,109,110,111,112 DERAILED DUE TO SUNKINK IN RAIL.",Main,2,3,3,1,CMTYD06052012201206,AWRRD690512201206,Shortline,Class 3,SMT-8 - Short Line West,AWRR,Austin Western Railroad,Watco,,,,,,,"Tourist, Excursion, Historical",Class 3,SMT-7 - Commuter West,CMTY,Capital Metropolitan Transportation Authority,Not Assigned,POINT (-98.1415 30.4504),T109: Track alignment irregular (sun kink / heat),2,POINT (-98.1415 30.4504),2012-06-05,,,,
UP,Union Pacific Railroad Company,2011,0711FW005,https://safetydata.fra.dot.gov/Officeofsafety/Publicsite/FORM54/F54Report.aspx?RepType=SQL&txtf54key=UP0711FW00520110705,11,7,,,,,,UP,Union Pacific Railroad Company,0711FW005,11,7,,5,07/05/2011,4:12 PM,1,Derailment,46,1,0,0,MIDLOTHIAN SUB,,,WAXAHACHIE,18.0,48,TX,TEXAS,139,ELLIS,5,99,2,Day,2,Cloudy,1,Main,SINGLE MAINLINE,4,38.9,2.0,South,1.0,Freight Train,Yes,MFWE,46,Estimated,46,9442,1,Signaled,,Signal Indication,D,Automatic Block Signals System,,,,,0.0,Not a remotely controlled operation,DOWX,22022.0,68,No,,,0,,0.0,0.0,No,5,0,0,0,0,0,0,0,0,0,67,0,60,0,0,5,0,0,0,0,20950,55095,76045,T109,Track alignment irregular (buckled/sunkink),,,T109,Track alignment irregular (buckled/sunkink),1.0,0.0,1.0,0.0,7.0,42.0,7.0,42.0,0,0,0,0,0,0,0,0,0,0,0,0,CWR,,32.443926,-96.928363,MFWEW-05 WHILE TRAVELING ON SINGLE MAIN LINE EXPERIENCED UDE.  CREW INSPECTED TRAIN AND FOUND SEVERAL RAILCARS DERAILED.  CAUSE DETERMINED AS TRACK ALIGNMENT IRREGULAR (SUNKINK).,Main,4,CL,CL,1,UP0711FW005201107,UP0711FW005201107,,Class 1,SMT-6 - UP/KCS,UP,Union Pacific Railroad Company,Union Pacific Railroad Company,,,,,,,,Class 1,SMT-6 - UP/KCS,UP,Union Pacific Railroad Company,Union Pacific Railroad Company,POINT (-96.928363 32.443926),T109: Track alignment irregular (sun kink / heat),2,POINT (-96.928363 32.443926),2011-07-05,,"54071, 54071, 54071, 54071, 54071, 54071","54071, 54071, 54071, 54071, 54071, 54071","54071, 54071, 54071, 54071, 54071, 54071, 53376, 53376, 53376, 53376, 53376, 53376, 53376, 53376, 53376, 53376, 53376, 53376, 53376, 53376, 53376, 53376, 53376, 53376, 53376, 53376, 53376"
UP,Union Pacific Railroad Company,2014,0714FW012,https://safetydata.fra.dot.gov/Officeofsafety/Publicsite/FORM54/F54Report.aspx?RepType=SQL&txtf54key=UP0714FW01220140709,14,7,,,,,,UP,Union Pacific Railroad Company,0714FW012,14,7,,9,07/09/2014,6:38 PM,1,Derailment,0,0,0,0,MIDLOTHIAN SUB,,,MIDLOTHIAN,25.0,48,TX,TEXAS,139,ELLIS,5,92,2,Day,1,Clear,1,Main,MAIN LINE,3,49.8,2.0,South,1.0,Freight Train,Yes,GSBY,8,Recorded,8,14740,1,Signaled,,Signal Indication,Q,Traffic Control System/CTC,,,,,0.0,Not a remotely controlled operation,UP,85304.0,23,Yes,,,0,,,,No,2,0,0,1,0,0,0,0,0,0,108,0,0,0,0,6,0,0,0,0,116608,224072,340680,T109,Track alignment irregular (buckled/sunkink),,,T109,Track alignment irregular (buckled/sunkink),1.0,0.0,1.0,0.0,10.0,27.0,10.0,22.0,0,0,0,0,0,0,0,0,0,0,0,0,OTH,,32.511719,-97.008886,"GSBYHO-04, WITH LEAD UNIT UP 8637, APPROACHING MP25 WHEN THE CREW NOTITCED A SUNKINK WHICH WAS ROUGHAND IMMEDIATELY THOUGHT IT WAS BAD RAIL.  ONCE THEY GOT TO THE SIGNAL, THE CONDUCTOR NOTICED A DUSTPILE AND IMMEDIATELY INFORMED HIS ENGINEER.  THE CREW NOTICED THAT THEIR SPEED WENT FROM 12 MPH TO8 MPH THEN WENT INTO EMERGENCY APPLICATION.  THE CAUSE WAS DETERMINED TO BE SUNKINK, MISALIGNED RAIL.  DERAILMENT",Main,3,CL,CL,1,UP0714FW012201407,UP0714FW012201407,,Class 1,SMT-6 - UP/KCS,UP,Union Pacific Railroad Company,Union Pacific Railroad Company,,,,,,,,Class 1,SMT-6 - UP/KCS,UP,Union Pacific Railroad Company,Union Pacific Railroad Company,POINT (-97.008886 32.511719),T109: Track alignment irregular (sun kink / heat),2,POINT (-97.008886 32.511719),2014-07-09,,,,
UP,Union Pacific Railroad Company,2022,0722MA057,https://safetydata.fra.dot.gov/Officeofsafety/Publicsite/FORM54/F54Report.aspx?RepType=SQL&txtf54key=UP0722MA05720220730,22,7,,,,,,UP,Union Pacific Railroad Company,0722MA057,22,7,,30,07/30/2022,3:32 PM,1,Derailment,0,0,0,0,PINE BLUFF SUB,,,TEXARKANA,403.55,5,AR,ARKANSAS,91,MILLER,5,97,2,Day,2,Cloudy,3,Siding,"SIDE 03, 140",2,,4.0,West,1.0,Freight Train,Yes,GSEV,19,Recorded,19,13510,1,Signaled,,Signal Indication,J,Positive Train Control,,,,,0.0,Not a remotely controlled operation,UP,99414.0,33,Yes,,,0,,0.0,0.0,No,3,0,0,0,0,0,0,0,0,0,102,0,0,0,0,9,0,0,0,0,458533,1151371,1609904,T109,Track alignment irregular (buckled/sunkink),,,T109,Track alignment irregular (buckled/sunkink),1.0,0.0,1.0,0.0,6.0,56.0,6.0,56.0,0,0,0,0,0,0,0,0,0,0,0,0,OTH,000-000-000,33.391477,-93.804186,"TRAIN GSEVOF-26 WAS DEPARTING MCKINNEY SIDING, WHEN THEY DERAILED 9 CARS DUE TO THERMAL MISALIGNMENTTHAT OCCURRED UNDER THE TRAIN.",Siding,2,CL,CL,1,UP0722MA057202207,UP0722MA057202207,,Class 1,SMT-6 - UP/KCS,UP,Union Pacific Railroad Company,Union Pacific Railroad Company,,,,,,,,Class 1,SMT-6 - UP/KCS,UP,Union Pacific Railroad Company,Union Pacific Railroad Company,POINT (-93.804186 33.391477),T109: Track alignment irregular (sun kink / heat),2,POINT (-93.804186 33.391477),2022-07-30,,,,
HOB,Henderson Overton Branch,2011,110925B,https://safetydata.fra.dot.gov/Officeofsafety/Publicsite/FORM54/F54Report.aspx?RepType=SQL&txtf54key=HOB110925B20110925,11,9,,,,,,HOB,Henderson Overton Branch,110925B,11,9,,25,09/25/2011,3:00 PM,1,Derailment,0,0,0,0,HENDERSON,,,HENDERSON,12.3,48,TX,TEXAS,401,RUSK,5,100,2,Day,1,Clear,2,Yard,HOB,X,,3.0,East,1.0,Freight Train,Yes,HOB,10,Estimated,10,10000,2,Not Signaled,,Other Than Main Track,K,Restricted Speed or Equivalent,Z,Other-Narrative Required,,,0.0,Not a remotely controlled operation,MP,643598.0,63,Yes,,,0,,,,No,3,0,0,0,0,0,0,0,0,0,100,0,0,0,0,14,0,0,0,0,0,80000,80000,T109,Track alignment irregular (buckled/sunkink),,,T109,Track alignment irregular (buckled/sunkink),1.0,,1.0,,5.0,,5.0,,0,0,0,0,0,0,0,0,0,0,0,0,CWR,,32.196,-94.833,"AFTERNOON UNIT TRAIN WITH 100 CARS AT 10 MPH - TEMP WAS 100 DEGREE.  SUN KINK IN THE RAIL AND LAID RAIL OVER AFTER THE 63RD CAR, 14 CARS DE-RAILED - 62 CARS MADE IT OVER KINK, 24 REMAINED ON TRACK AFTER KINK .",Yard,X,3,3,1,HOB110925B201109,HOB110925B201109,,Class 3,SMT-8 - Short Line West,HOB,Henderson Overton Branch,Not Assigned,,,,,,,,Class 3,SMT-8 - Short Line West,HOB,Henderson Overton Branch,Not Assigned,POINT (-94.833 32.196),T109: Track alignment irregular (sun kink / heat),2,POINT (-94.833 32.196),2011-09-25,,,,
BNSF,BNSF Railway Company,2011,TX0711105,https://safetydata.fra.dot.gov/Officeofsafety/Publicsite/FORM54/F54Report.aspx?RepType=SQL&txtf54key=BNSFTX071110520110709,11,7,,,,,,BNSF,BNSF Railway Company,TX0711105,11,7,,9,07/09/2011,3:35 PM,1,Derailment,11,5,0,0,MADILL,,,MADILL,598.0,40,OK,OKLAHOMA,95,MARSHALL,5,103,2,Day,1,Clear,1,Main,MAIN TRACK,2,0.0,1.0,North,1.0,Freight Train,Yes,HTPL,24,Recorded,24,4804,1,Signaled,,Signal Indication,Q,Traffic Control System/CTC,,,,,0.0,Not a remotely controlled operation,CCBX,58586.0,4,Yes,,,0,,,,No,2,0,0,0,0,0,0,0,0,0,18,0,80,0,0,7,0,5,0,0,27800,135000,162800,T109,Track alignment irregular (buckled/sunkink),,,T109,Track alignment irregular (buckled/sunkink),1.0,0.0,1.0,0.0,2.0,30.0,2.0,30.0,0,0,0,0,0,0,0,0,0,0,0,0,CWR,,34.165884,-96.757385,TRAIN DERAILED AT THERMAL MISALIGNMENT. CREW OBSERVED IRREGULARITY AS THEY EXITED THE CURVE AND WEREUNABLE TO STOP BEFORE TRAVERSING. NO HAZARDOUS MATERIALS WERE RELEASE.,Main,2,1,1,1,BNSFTX0711105201107,BNSFTX0711105201107,,Class 1,SMT-5 - BNSF,BNSF,BNSF Railway Company,BNSF Railway Company,,,,,,,,Class 1,SMT-5 - BNSF,BNSF,BNSF Railway Company,BNSF Railway Company,POINT (-96.757385 34.165884),T109: Track alignment irregular (sun kink / heat),2,POINT (-96.757385 34.165884),2011-07-09,,,,"56470, 56470, 56470, 56470, 56470, 56470, 56470, 56470, 56470, 56470, 56470, 56470, 53375"
BNSF,BNSF Railway Company,2023,MT0723107,https://safetydata.fra.dot.gov/Officeofsafety/Publicsite/FORM54/F54Report.aspx?RepType=SQL&txtf54key=BNSFMT072310720230724,23,7,ATK,Amtrak (National Railroad Passenger Corporation),175619,23.0,7.0,BNSF,BNSF Railway Company,MT0723107,23,7,,24,07/24/2023,12:34 PM,1,Derailment,0,0,0,0,MILK RIVER,,,HAVRE,432.7,30,MT,MONTANA,41,HILL,8,101,2,Day,1,Clear,1,Main,MAIN 2 TRACK,5,38.01,,,,,,,0,,0,0,1,Signaled,,Signal Indication,Q,Traffic Control System/CTC,,,,,,,,,0,,,,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2504,2504,T109,Track alignment irregular (buckled/sunkink),,,T109,Track alignment irregular (buckled/sunkink),0.0,0.0,0.0,0.0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,CWR,,48.561931,-109.714085,"AMTRAK WENT INTO EMERGENCY AND DERAILED 1 PASSENGER CAR DUE TO TRACK ALIGNMENT IRREGULAR (BUCKLED/SUNKINK).  AMTRAK HAD $18,620 IN DAMAGES.",Main,5,1,1,1,BNSFMT0723107202307,BNSFMT0723107202307,,Class 1,SMT-5 - BNSF,BNSF,BNSF Railway Company,BNSF Railway Company,Passenger (Formerly Commuter),,"SMT-1 - Amtrak, Commuter East",ATK,Amtrak (National Railroad Passenger Corporation),Amtrak,,Class 1,SMT-5 - BNSF,BNSF,BNSF Railway Company,BNSF Railway Company,POINT (-109.714085 48.561931),T109: Track alignment irregular (sun kink / heat),2,POINT (-109.714085 48.561931),2023-07-24,,,,
TXNW,Texas Northwestern Railway Company,2011,W010706D,https://safetydata.fra.dot.gov/Officeofsafety/Publicsite/FORM54/F54Report.aspx?RepType=SQL&txtf54key=TXNWW010706D20110706,11,7,,,,,,TXNW,Texas Northwestern Railway Company,W010706D,11,7,,6,07/06/2011,2:00 PM,1,Derailment,20,6,0,0,TXNW,,,SUNRAY,1.5,48,TX,TEXAS,341,MOORE,5,95,2,Day,1,Clear,2,Yard,YARD TRACK 316,X,,4.0,West,7.0,Yard/switching,Yes,0800,4,Estimated,4,1460,2,Not Signaled,,Other Than Main Track,K,Restricted Speed or Equivalent,L,Special Instructions,Z,Other-Narrative Required,0.0,Not a remotely controlled operation,PLMX,137452.0,20,No,,,0,,0.0,0.0,No,2,0,0,0,0,0,0,0,0,0,0,0,41,0,0,0,0,6,0,0,18348,600,18948,T109,Track alignment irregular (buckled/sunkink),,,T109,Track alignment irregular (buckled/sunkink),1.0,0.0,1.0,1.0,6.0,,6.0,,0,0,0,0,0,0,0,0,0,0,0,0,OTH,,36.007256,-101.886008,0800 SWITCH CREW HAD SWITCH CARS OFF TRACK 316 HAD COMPLETED CARS TO BE SWITCHED OUT AND WHILE SHOVING BACK INTO THE CLEAR ON TRACK 316 CUT OF CARS ENCOUNTERED A THERMAL MISALINMENT CAUSING 6 CARS TODERAIL.,Yard,X,3,3,1,TXNWW010706D201107,TXNWW010706D201107,Shortline,Class 3,SMT-8 - Short Line West,TXNW,Texas Northwestern Railway Company,Not Assigned,,,,,,,Shortline,Class 3,SMT-8 - Short Line West,TXNW,Texas Northwestern Railway Company,Not Assigned,POINT (-101.886008 36.007256),T109: Track alignment irregular (sun kink / heat),2,POINT (-101.886008 36.007256),2011-07-06,,,,"54071, 54071, 54071, 54071, 54071, 54071, 53376, 53376, 53376, 53376, 53376, 53376, 53376, 53376, 53376, 53376, 53376, 53376, 53376, 53376, 53376, 53376, 53376, 53376, 53376, 53376, 53376"
SGLR,Seminole Gulf Railroad,2023,SG202316,https://safetydata.fra.dot.gov/Officeofsafety/Publicsite/FORM54/F54Report.aspx?RepType=SQL&txtf54key=SGLRSG20231620230228,23,2,,,,,,SGLR,Seminole Gulf Railroad,SG202316,23,2,,28,02/28/2023,10:48 AM,1,Derailment,2,2,0,0,SARASOTA,,,SARASOTA,877.8,12,FL,FLORIDA,81,MANATEE,3,78,2,Day,1,Clear,2,Yard,MAIN,X,0.38,2.0,South,1.0,Freight Train,Yes,SGLR,5,Estimated,5,1830,2,Not Signaled,,Other Than Main Track,K,Restricted Speed or Equivalent,,,,,0.0,Not a remotely controlled operation,TILX,30785.0,7,Yes,,,0,,0.0,0.0,No,1,0,0,0,0,0,0,0,0,0,16,0,0,0,0,6,0,0,0,0,0,57550,57550,T109,Track alignment irregular (buckled/sunkink),,,T109,Track alignment irregular (buckled/sunkink),1.0,0.0,1.0,0.0,4.0,48.0,4.0,48.0,0,0,0,0,0,0,0,0,0,0,0,0,OTH,000-000-000,27.41171,-82.54257,"A DERAILMENT OCCURRED APPROXIMATELY HALFWAY BETWEEN THE WHITFIELD AVE (624684-V) & TALLEVAST RD (624686-N) CROSSINGS ON 2/28/2023 AT 10:48AM. THE TRACK GAVE OUT WHILE AN ENGINE PULLED 16 CARS SOUTH. SIX CARS DERAILED, 2 OF WHICH CARRIED LOADED HAZARDOUS MATERIALS (LPG). HAZMAT DID NOT RELEASE DURINGDERAILMENT, NOR DURING THE REMOVAL PROCESS. SURROUNDING PROPERTY OWNERS WERE UNAFFECTED BY DERAILMENT ( NO MATERIALS OR DAMAGED TRACK/EQUIPMENT ENTERED THEIR LAND). UPON INVESTIGATION, THE DERAILMENTWAS CAUSED BY A SUN KINK WHICH DEVELOPED FROM RAPIDLY RISING MORNING TEMPERATURES.",Yard,X,Cl,Cl,1,SGLRSG202316202302,SGLRSG202316202302,Shortline,Class 3,SMT-2 - Short Line East,SGLR,Seminole Gulf Railroad,Seminole Gulf,,,,,,,Shortline,Class 3,SMT-2 - Short Line East,SGLR,Seminole Gulf Railroad,Seminole Gulf,POINT (-82.54257 27.41171),T109: Track alignment irregular (sun kink / heat),2,POINT (-82.54257 27.41171),2023-02-28,,,,
